y	x
54.075973	-6.184721
54.07597351	-6.184721
54.07597351	-6.184721947
54.07986069	-6.1847229
54.07986069	-6.185277939
54.079861	-6.185277939
54.079861	-6.185278
54.080139	-6.185278
54.080139	-6.185426
54.080139	-6.185834
54.080333	-6.185834
54.080417	-6.185834
54.080417	-6.186109
54.080417	-6.18639
54.080506	-6.18639
54.08097076	-6.186400994
54.08097076	-6.186944962
54.081527	-6.186944962
54.081527	-6.187217
54.081527	-6.1875
54.081805	-6.1875
54.081805	-6.187607
54.081805	-6.188056
54.08211	-6.188056
54.082359	-6.188056
54.082354	-6.188623
54.08291626	-6.188612014
54.08291626	-6.189167023
54.08347321	-6.189167023
54.08347321	-6.189723015
54.08486176	-6.189723015
54.08486176	-6.190266747
54.084861	-6.190278
54.08486176	-6.190278
54.08486176	-6.190278053
54.09236145	-6.190278053
54.09236145	-6.190834045
54.092918	-6.190834045
54.092895	-6.191406
54.0945816	-6.191406
54.0945816	-6.191945076
54.09486	-6.191945076
54.09486	-6.1925
54.09486008	-6.1925
54.09486008	-6.192501068
54.095138	-6.192501068
54.095138	-6.192623
54.095138	-6.19361
54.09513855	-6.19361
54.09513855	-6.193612099
54.0956955	-6.193612099
54.0956955	-6.194167137
54.09597397	-6.194167137
54.09597397	-6.194723129
54.096248	-6.194723129
54.096248	-6.195253
54.096248	-6.196388
54.096526	-6.196445
54.096526	-6.196944
54.0965271	-6.196944
54.0965271	-6.19694519
54.09680557	-6.19694519
54.09680557	-6.197500229
54.096806	-6.197500242
54.096806	-6.197501
54.09708405	-6.197509314
54.09708405	-6.198607828
54.097084	-6.19861
54.09708405	-6.19861
54.09708405	-6.198612213
54.097362	-6.198612213
54.097362	-6.19869
54.097362	-6.199167
54.09763718	-6.199167
54.09763718	-6.199722767
54.097638	-6.199722767
54.097638	-6.199723
54.09791565	-6.199723
54.09791565	-6.203055859
54.098194	-6.203055859
54.098194	-6.204014
54.098194	-6.206945
54.09819451	-6.206944942
54.0984726	-6.206944942
54.0984726	-6.207499981
54.09820881	-6.207499981
54.098194	-6.207499
54.098194	-6.207882
54.098194	-6.208055
54.098076	-6.208055
54.097916	-6.208055
54.097916	-6.208055973
54.09791565	-6.208055973
54.09791565	-6.209167
54.097638	-6.209167
54.097638	-6.209167004
54.09763718	-6.209167004
54.09763718	-6.212501049
54.09764242	-6.212501049
54.09791565	-6.212565917
54.09791565	-6.213056087
54.098194	-6.213056087
54.098194	-6.21329
54.098194	-6.213612
54.09819412	-6.213612
54.09819412	-6.21361208
54.099304	-6.21361208
54.099304	-6.213805
54.099304	-6.214166
54.0993042	-6.214166
54.0993042	-6.214167118
54.09986	-6.214167118
54.09986	-6.214722
54.09986115	-6.214722
54.09986115	-6.21472311
54.10013962	-6.21472311
54.10013962	-6.215834141
54.10041809	-6.215834141
54.10041809	-6.220833778
54.10013962	-6.220833778
54.10013962	-6.221388
54.09986	-6.221388
54.09986	-6.22361
54.10012577	-6.223629862
54.10013962	-6.223630905
54.10013962	-6.22416687
54.10041809	-6.22416687
54.10041809	-6.225277901
54.100419	-6.225277901
54.100419	-6.225279
54.10069275	-6.225280894
54.10069275	-6.225806206
54.100692	-6.225832
54.10069275	-6.225832
54.10069275	-6.225833893
54.10097	-6.225833893
54.10097	-6.226388931
54.10069275	-6.226388931
54.10069275	-6.226389
54.100692	-6.226389
54.10069275	-6.226465681
54.10069275	-6.228028478
54.100419	-6.228055
54.100419	-6.228055954
54.10041809	-6.228055954
54.10041809	-6.228610992
54.10013962	-6.228610992
54.10013962	-6.229166985
54.09986115	-6.229166985
54.09986115	-6.229167
54.09986	-6.229167
54.09986	-6.229722977
54.0993042	-6.229722977
54.0993042	-6.229723
54.099304	-6.229723
54.099304	-6.230278969
54.09902954	-6.230278969
54.09902954	-6.230279014
54.099029	-6.230279
54.099029	-6.233055
54.09902954	-6.233055
54.09902954	-6.233056068
54.099304	-6.233056068
54.099304	-6.233582
54.0993042	-6.233582
54.0993042	-6.233612061
54.10069275	-6.233612061
54.10069275	-6.234139614
54.100692	-6.234167
54.10069275	-6.234167
54.10069275	-6.234167099
54.10097	-6.234167099
54.10097	-6.236945152
54.10069275	-6.236945152
54.10069275	-6.236946
54.100692	-6.236946
54.10069275	-6.237022822
54.10069275	-6.238588319
54.100419	-6.238612
54.100419	-6.238612175
54.10041809	-6.238612175
54.10041809	-6.240834
54.100141	-6.240834
54.100141	-6.240834236
54.10013962	-6.240834236
54.10013962	-6.241388798
54.09986115	-6.241388798
54.09986115	-6.24139
54.09986	-6.24139
54.09986	-6.242499828
54.09958267	-6.242499828
54.09958267	-6.2425
54.099582	-6.2425
54.099582	-6.243345
54.099582	-6.243611813
54.0993042	-6.243611813
54.0993042	-6.243612
54.099304	-6.243612
54.099304	-6.245833874
54.09902954	-6.245833874
54.09902954	-6.245834
54.099029	-6.245834
54.099029	-6.246944
54.098511	-6.246944
54.09851098	-6.246944904
54.0984726	-6.246944904
54.0984726	-6.248055935
54.09819412	-6.248055935
54.09819412	-6.248056002
54.098194	-6.248056
54.098194	-6.24861
54.097718	-6.24861
54.097638	-6.24861
54.09763802	-6.248610973
54.09763718	-6.248610973
54.09763718	-6.249166965
54.09738533	-6.249166965
54.097362	-6.249166
54.097362	-6.249592
54.097362	-6.249722
54.097084	-6.249722
54.09708405	-6.249725321
54.09708405	-6.25138998
54.09684325	-6.25138998
54.096806	-6.251388
54.096806	-6.25138998
54.09680557	-6.25138998
54.09680557	-6.252501011
54.09680764	-6.252501011
54.09708405	-6.252502847
54.09708405	-6.253608812
54.097084	-6.253611
54.09708405	-6.253611
54.09708405	-6.253612041
54.097362	-6.253612041
54.097362	-6.253684
54.097362	-6.254167
54.09736252	-6.254167
54.09736252	-6.25416708
54.09791565	-6.25416708
54.09791565	-6.254723072
54.098194	-6.254723072
54.098194	-6.254825
54.098194	-6.255277
54.09819412	-6.255277
54.09819412	-6.255278111
54.0984726	-6.255278111
54.0984726	-6.255824514
54.098472	-6.255833
54.0984726	-6.255832981
54.0984726	-6.255834103
54.099582	-6.255834103
54.099582	-6.256389
54.09958267	-6.256389
54.09958267	-6.256389141
54.09986	-6.256389141
54.09986	-6.256706
54.09986	-6.256945
54.099751	-6.256945
54.099582	-6.256945
54.099582	-6.257303
54.099582	-6.257501
54.099491	-6.257501
54.099304	-6.257501
54.099304	-6.258055
54.099029	-6.258055
54.099029	-6.258611
54.09902954	-6.258611
54.09902954	-6.258612156
54.099304	-6.258612156
54.099304	-6.258727
54.099304	-6.261388779
54.09902954	-6.261388779
54.09902954	-6.261389
54.099029	-6.261389
54.099029	-6.261945
54.099304	-6.261945
54.099304	-6.26239
54.099304	-6.262499
54.0993042	-6.262499001
54.0993042	-6.262499809
54.09952898	-6.262499809
54.09986	-6.262501
54.09986	-6.263055
54.09986115	-6.26305502
54.09986115	-6.263055801
54.09990504	-6.263055801
54.10013962	-6.263059975
54.10013962	-6.26361084
54.100141	-6.263610842
54.100141	-6.263611
54.10023251	-6.263611
54.100692	-6.263611792
54.100692	-6.263835
54.100692	-6.264168
54.10097	-6.264213
54.10097	-6.264721
54.10097122	-6.264721
54.10097122	-6.264722824
54.10124969	-6.264722824
54.10124969	-6.265833855
54.101251	-6.265833855
54.101251	-6.265834
54.10125423	-6.265833855
54.10180664	-6.265833855
54.10180664	-6.266388893
54.101807	-6.266388928
54.101807	-6.26639
54.10208511	-6.266416444
54.10208511	-6.266941793
54.102085	-6.266944
54.10208511	-6.266943992
54.10208511	-6.266944885
54.10263824	-6.266944885
54.10263824	-6.267499924
54.102639	-6.267499924
54.102639	-6.2675
54.10291672	-6.267547951
54.10291672	-6.267548084
54.10291672	-6.268055916
54.102917	-6.268055916
54.102917	-6.268056
54.103195	-6.268056
54.103195	-6.268158
54.103195	-6.268612
54.10347366	-6.268615472
54.10347366	-6.269157516
54.103473	-6.269166
54.10347366	-6.269166
54.10347366	-6.269166946
54.10402679	-6.269166946
54.10402679	-6.269721985
54.104027	-6.269721985
54.104027	-6.269722
54.10402761	-6.269721985
54.10430527	-6.269721985
54.10430527	-6.270240373
54.104305	-6.270278
54.104583	-6.270333
54.104583	-6.270834
54.10486221	-6.270834
54.10486221	-6.271389961
54.104863	-6.271389961
54.104863	-6.27139
54.10486403	-6.271389961
54.10514069	-6.271389961
54.10514069	-6.271945
54.105415	-6.271945
54.105415	-6.2725
54.10541534	-6.272500027
54.10541534	-6.272500038
54.10542164	-6.272500513
54.10569382	-6.272521519
54.10569382	-6.273034223
54.105693	-6.273056
54.10569382	-6.273056
54.10569382	-6.27305603
54.10625076	-6.27305603
54.10625076	-6.273612022
54.10680389	-6.273612022
54.10680389	-6.274167061
54.108195	-6.274167061
54.108195	-6.274722
54.10819626	-6.274722
54.10819626	-6.274723053
54.109027	-6.274723053
54.109027	-6.275832
54.10902786	-6.275832
54.10902786	-6.275834084
54.10958481	-6.275834084
54.10958481	-6.276389122
54.110137	-6.276390074
54.110137	-6.276589
54.110137	-6.276944
54.11013794	-6.276944
54.11013794	-6.276945114
54.11026764	-6.276945114
54.11026773	-6.276944
54.110417	-6.276944
54.110417	-6.2775
54.110695	-6.2775
54.110695	-6.278057
54.110973	-6.278057
54.110973	-6.279167
54.111252	-6.279167
54.111252	-6.279723
54.111527	-6.279723
54.111527	-6.280833
54.111805	-6.280833
54.111805	-6.281389
54.112083	-6.281389
54.112083	-6.283055
54.112361	-6.283055
54.112361	-6.285833
54.11264	-6.285833
54.11264	-6.289167
54.112915	-6.289167
54.112915	-6.289721
54.113193	-6.289723
54.113193	-6.290277
54.113471	-6.290277
54.113471	-6.290833
54.113749	-6.290833
54.113749	-6.29139
54.114308	-6.29139
54.114308	-6.291943
54.114581	-6.291943
54.114581	-6.292499
54.114859	-6.292499
54.114859	-6.293056
54.115696	-6.293056
54.115696	-6.293612
54.117084	-6.293612
54.117084	-6.294166
54.117362	-6.294166
54.117362	-6.294722
54.117916	-6.294722
54.117916	-6.295278
54.118474	-6.295278
54.118474	-6.295834
54.119584	-6.295834
54.119584	-6.296388
54.12014	-6.29639
54.12014	-6.296944
54.120694	-6.296944
54.120694	-6.2975
54.12236	-6.2975
54.12236	-6.298056
54.122638	-6.298056
54.122638	-6.298612
54.122916	-6.298612
